ID;Status;Uptime;Country;Location;Ships;Distinct;Contributor;ships_rel;cum_ships_rel;dist_rel;
2927;;100 %; Sweden;Luleå;7;7; ;0,01 %;99,40 %;0,03 %;99,07 %
2935;;100 %; Denmark;Omoe;7;4; ;0,01 %;99,41 %;0,02 %;99,08 %
2968;;100 %; Netherlands;Drachten;7;0; ;0,01 %;99,42 %;0,00 %;99,08 %
2974;;98 %; Hong Kong;Hong Kong;7;0; ;0,01 %;99,43 %;0,00 %;99,08 %
2989;;100 %; Germany;Gernsheim;7;5; ;0,01 %;99,43 %;0,02 %;99,10 %
2994;;85 %; Norway;Moss;7;0; ;0,01 %;99,44 %;0,00 %;99,10 %
3017;;100 %; Germany;Duisburg;7;0; ;0,01 %;99,45 %;0,00 %;99,10 %
3105;;100 %; Netherlands;Roaming station;7;1; ;0,01 %;99,45 %;0,00 %;99,11 %
3213;;100 %; United States of America;Merritt Island, FL;7;0; ;0,01 %;99,46 %;0,00 %;99,11 %
3424;;100 %; Denmark;Holbæk;7;5; ;0,01 %;99,47 %;0,02 %;99,12 %
3430;;100 %; Greece;Nafplio Port;7;3; ;0,01 %;99,48 %;0,01 %;99,14 %
3495;;100 %; United Kingdom;Cornwall, The Lizard;7;0; ;0,01 %;99,48 %;0,00 %;99,14 %
3607;;98 %; United Kingdom;Scotland, Edinburgh;7;0; ;0,01 %;99,49 %;0,00 %;99,14 %
3638;;100 %; United Kingdom;Portland;7;0; ;0,01 %;99,50 %;0,00 %;99,14 %
3951;;100 %; Netherlands;Drachten;7;0; ;0,01 %;99,51 %;0,00 %;99,14 %
2056;;93 %; United States of America;New Orleans;6;6; ;0,01 %;99,51 %;0,02 %;99,16 %
2244;;100 %; Netherlands;Almelo;6;5; ;0,01 %;99,52 %;0,02 %;99,18 %
2393;;100 %; Norway;Rognan;6;6; ;0,01 %;99,52 %;0,02 %;99,20 %
2476;;100 %; Sweden;Norrmjöle;6;6; ;0,01 %;99,53 %;0,02 %;99,22 %
2301;;100 %; Netherlands;Grave;6;0; ;0,01 %;99,54 %;0,00 %;99,22 %
2479;;100 %; Estonia;Tallinn;6;0; ;0,01 %;99,54 %;0,00 %;99,22 %
2419;;98 %; Portugal;Porto Salvo;6;4; ;0,01 %;99,55 %;0,02 %;99,24 %
2450;;100 %; Sweden;Trollhattan;6;0; ;0,01 %;99,56 %;0,00 %;99,24 %
2542;;100 %; Australia;Shellharbour;6;4; ;0,01 %;99,56 %;0,02 %;99,25 %
2389;;99 %; Thailand;Surat Thani;6;6; ;0,01 %;99,57 %;0,02 %;99,28 %
2234;;100 %; Spain;Laracha;6;6;ea1hlh.es;0,01 %;99,58 %;0,02 %;99,30 %
2711;;87 %; Indonesia;Sampang;6;5;;0,01 %;99,58 %;0,02 %;99,32 %
2717;;100 %; Germany;Heilbronn;6;0; ;0,01 %;99,59 %;0,00 %;99,32 %
2858;;100 %; Germany;Brandenburg;6;6; ;0,01 %;99,59 %;0,02 %;99,34 %
2980;;100 %; Netherlands;Amsterdam;6;0; ;0,01 %;99,60 %;0,00 %;99,34 %
2999;;88 %; United States of America;Providence, RI;6;2; ;0,01 %;99,61 %;0,01 %;99,35 %
3139;;98 %; Spain;Canary Islands, Tenerife, Playa Paraiso;6;6; ;0,01 %;99,61 %;0,02 %;99,37 %
3160;;100 %; Germany;Wildau;6;0; ;0,01 %;99,62 %;0,00 %;99,37 %
3171;;100 %; Norway;Sokndal;6;1; ;0,01 %;99,63 %;0,00 %;99,37 %
3253;;98 %; France;Le Mée sur Seine;6;6; ;0,01 %;99,63 %;0,02 %;99,40 %
3353;;98 %; France;Plouzane;6;0; ;0,01 %;99,64 %;0,00 %;99,40 %
3489;;100 %; Brazil;Maceio;6;6; ;0,01 %;99,64 %;0,02 %;99,42 %
3656;;100 %; Russian Federation;Sankt Petersburg;6;6; ;0,01 %;99,65 %;0,02 %;99,44 %
3677;;99 %; United States of America;Hawai;6;6; ;0,01 %;99,66 %;0,02 %;99,47 %
3832;;100 %; United States of America;Indian Harbour Beach;6;6; ;0,01 %;99,66 %;0,02 %;99,49 %
3963;;100 %; Hong Kong;Wanchai;6;0; ;0,01 %;99,67 %;0,00 %;99,49 %
2283;;100 %; Israel;Haifa;5;4; ;0,01 %;99,67 %;0,02 %;99,50 %
2114;;100 %; Spain;Fuerteventura;5;5; ;0,01 %;99,68 %;0,02 %;99,52 %
2025;;49 %; Canada;Windsor, Ontario;5;5; ;0,01 %;99,69 %;0,02 %;99,54 %
2172;;92 %; United States of America;Navarre FL;5;5; ;0,01 %;99,69 %;0,02 %;99,56 %
2352;;100 %; Germany;Dresden;5;5; ;0,01 %;99,70 %;0,02 %;99,58 %
2149;;100 %; United States of America;Niceville, FL;5;4; ;0,01 %;99,70 %;0,02 %;99,59 %
2150;;100 %; Ireland;Lackenbehy;5;0; ;0,01 %;99,71 %;0,00 %;99,59 %
2568;;99 %; Germany;Wesel;5;4; ;0,01 %;99,71 %;0,02 %;99,61 %
2381;;100 %; Brazil;Recife;5;5; ;0,01 %;99,72 %;0,02 %;99,63 %
2336;;100 %; Sweden;Trollhättan;5;0; ;0,01 %;99,72 %;0,00 %;99,63 %
2451;;100 %; Sweden;Segersang;5;0; ;0,01 %;99,73 %;0,00 %;99,63 %
2503;;100 %; United Kingdom;Ardrossan;5;5; ;0,01 %;99,73 %;0,02 %;99,65 %
2615;;100 %; New Zealand;Tasman;5;0; ;0,01 %;99,74 %;0,00 %;99,65 %
2637;;100 %; Australia;Devonport;5;3; ;0,01 %;99,74 %;0,01 %;99,66 %
2665;;66 %; United Kingdom;London;5;0; ;0,01 %;99,75 %;0,00 %;99,66 %
2677;;100 %; Netherlands;Loch Lomond;5;3; ;0,01 %;99,75 %;0,01 %;99,67 %
2815;;97 %; Netherlands;Delft;5;0; ;0,01 %;99,76 %;0,00 %;99,67 %
2840;;100 %; Germany;Duisburg;5;0; ;0,01 %;99,76 %;0,00 %;99,67 %
3063;;100 %; United Kingdom;Bournemouth;5;0; ;0,01 %;99,77 %;0,00 %;99,67 %
3164;;93 %; Canada;Mississauga;5;0; ;0,01 %;99,77 %;0,00 %;99,67 %
3452;;100 %; Estonia;Tallinn;5;0; ;0,01 %;99,78 %;0,00 %;99,67 %
3453;;100 %; Germany;Stralsund;5;5; ;0,01 %;99,78 %;0,02 %;99,69 %
2280;;96 %; South Africa;Cape Town;4;1; ;0,00 %;99,79 %;0,00 %;99,69 %
3045;;92 %; United States of America;New York;4;0; ;0,00 %;99,79 %;0,00 %;99,69 %
2168;;100 %; Denmark;Dragør;4;0; ;0,00 %;99,80 %;0,00 %;99,69 %
2174;;99 %; New Zealand;Whakatane;4;4; ;0,00 %;99,80 %;0,02 %;99,71 %
2437;;100 %; United Kingdom;Liverpool;4;0; ;0,00 %;99,81 %;0,00 %;99,71 %
2581;;68 %; United States of America;Detroit;4;4; ;0,00 %;99,81 %;0,02 %;99,72 %
2470;;100 %; Netherlands;Zwolle;4;0; ;0,00 %;99,81 %;0,00 %;99,72 %
2407;;100 %; Finland;Turku;4;0; ;0,00 %;99,82 %;0,00 %;99,72 %
2220;;98 %; United Kingdom;Eccles;4;1; ;0,00 %;99,82 %;0,00 %;99,73 %
2048;;96 %; Sweden;Åkersberga;4;1; ;0,00 %;99,83 %;0,00 %;99,73 %
3003;;98 %; Canada;Young Island, Mahone Bay, Nova Scotia;4;4; ;0,00 %;99,83 %;0,02 %;99,75 %
2553;;100 %; Italy;Pescara ;4;4; ;0,00 %;99,84 %;0,02 %;99,76 %
2618;;100 %; Venezuela;Puerto Ordaz;4;4; ;0,00 %;99,84 %;0,02 %;99,78 %
2789;;100 %; Denmark;Aabenraa;4;4;;0,00 %;99,84 %;0,02 %;99,79 %
2824;;100 %; Belgium;Antwerpen;4;0; ;0,00 %;99,85 %;0,00 %;99,79 %
3069;;91 %; Unknown; ;4;0; ;0,00 %;99,85 %;0,00 %;99,79 %
3134;;100 %; Norway;Nærsnes;4;2; ;0,00 %;99,86 %;0,01 %;99,80 %
3257;;93 %; United Kingdom;Hythe, Hampshire;4;0; ;0,00 %;99,86 %;0,00 %;99,80 %
3320;;97 %; Netherlands;Venhuizen;4;0; ;0,00 %;99,86 %;0,00 %;99,80 %
3341;;100 %; Netherlands;Amstelveen;4;0; ;0,00 %;99,87 %;0,00 %;99,80 %
3349;;100 %; Norway;Hordvik;4;0; ;0,00 %;99,87 %;0,00 %;99,80 %
3366;;100 %; Germany;Lüneburg;4;0; ;0,00 %;99,88 %;0,00 %;99,80 %
3454;;86 %; United States of America;Tennessee, Eva;4;0; ;0,00 %;99,88 %;0,00 %;99,80 %
3472;;100 %; Germany;Flensburg;4;4; ;0,00 %;99,89 %;0,02 %;99,81 %
3703;;100 %; Uruguay;Roaming station;4;3; ;0,00 %;99,89 %;0,01 %;99,83 %
3932;;90 %; French Polynesia;Roaming station;4;0; ;0,00 %;99,89 %;0,00 %;99,83 %
2288;;97 %; Australia;Johanna;3;3; ;0,00 %;99,90 %;0,01 %;99,84 %
2057;;84 %; United States of America;Seattle;3;0;SkunkTracker;0,00 %;99,90 %;0,00 %;99,84 %
2286;;98 %; United Kingdom;Isle of Islay Scotland;3;2; ;0,00 %;99,90 %;0,01 %;99,84 %
2494;;100 %; Sweden;Ingarö;3;0; ;0,00 %;99,91 %;0,00 %;99,84 %
2478;;99 %; United Kingdom;Berwick-upon-Tweed;3;3; ;0,00 %;99,91 %;0,01 %;99,86 %
2410;;100 %; United Kingdom;Gourock;3;0; ;0,00 %;99,91 %;0,00 %;99,86 %
2181;;100 %; Norway;Vanersborg;3;0; ;0,00 %;99,92 %;0,00 %;99,86 %
2203;;100 %; Sweden;Vanersborg;3;0; ;0,00 %;99,92 %;0,00 %;99,86 %
2604;;100 %; Sweden;Sundbyberg;3;1; ;0,00 %;99,92 %;0,00 %;99,86 %
2686;;98 %; United Kingdom;Brighton;3;0; ;0,00 %;99,93 %;0,00 %;99,86 %
2742;;63 %; United States of America;San Francisco;3;0; ;0,00 %;99,93 %;0,00 %;99,86 %
2774;;100 %; France;Bidart;3;2; ;0,00 %;99,93 %;0,01 %;99,87 %
2785;;10 %; Hong Kong;Aberdeen;3;2; ;0,00 %;99,93 %;0,01 %;99,87 %
2810;;83 %; Philippines;Imus;3;0; ;0,00 %;99,94 %;0,00 %;99,87 %
2823;;88 %; Denmark;Kolding;3;3; ;0,00 %;99,94 %;0,01 %;99,89 %
2863;;100 %; Netherlands;Camping Kijkuit, Zonnemaire;3;0; ;0,00 %;99,94 %;0,00 %;99,89 %
3001;;81 %; United States of America;Southport;3;3; ;0,00 %;99,95 %;0,01 %;99,90 %
3006;;100 %; Netherlands;Heerenveen;3;2; ;0,00 %;99,95 %;0,01 %;99,91 %
3150;;91 %; Argentina;Ushuaia;3;3; ;0,00 %;99,95 %;0,01 %;99,92 %
3295;;100 %; Netherlands;Eijsden;3;3; ;0,00 %;99,96 %;0,01 %;99,93 %
3324;;98 %; United Kingdom;London;3;3; ;0,00 %;99,96 %;0,01 %;99,94 %
3339;;88 %; United States of America;Chebeague Island, Maine;3;3; ;0,00 %;99,96 %;0,01 %;99,95 %
3361;;98 %; Denmark;Korsør;3;2; ;0,00 %;99,97 %;0,01 %;99,96 %
3385;;100 %; Finland;Parainen;3;0; ;0,00 %;99,97 %;0,00 %;99,96 %
3514;;100 %; Ireland;Baltimore;3;3; ;0,00 %;99,97 %;0,01 %;99,97 %
3693;;87 %; Sweden;Hudiksvall;0;0; ;0,00 %;99,97 %;0,00 %;99,97 %
3705;;100 %; Netherlands;Den Ham;3;0; ;0,00 %;99,98 %;0,00 %;99,97 %
3896;;82 %; United States of America;Tarrytown, New York;3;2; ;0,00 %;99,98 %;0,01 %;99,98 %
2248;;57 %; Australia;Perth;2;0; ;0,00 %;99,98 %;0,00 %;99,98 %
2264;;100 %; Finland;Uto;2;2; ;0,00 %;99,98 %;0,01 %;99,98 %
2449;;52 %; United States of America;Johns Hopkins University;2;0; ;0,00 %;99,99 %;0,00 %;99,98 %
2033;;100 %; United States of America;Bodega Bay;2;2;Four Fathom Marine Technology;0,00 %;99,99 %;0,01 %;99,99 %
2368;;99 %; Denmark;Copenhagen ;2;0; ;0,00 %;99,99 %;0,00 %;99,99 %
2176;;98 %; Germany;Glueckstadt;2;0; ;0,00 %;99,99 %;0,00 %;99,99 %
2013;;98 %; Netherlands;Delft;2;0; ;0,00 %;99,99 %;0,00 %;99,99 %
2053;;99 %; United States of America;New Jersey, Howell;2;0; ;0,00 %;100,00 %;0,00 %;99,99 %
2016;;81 %; United States of America;Carolina Beach;2;2; ;0,00 %;100,00 %;0,01 %;100,00 %
2091;;100 %; Germany;Berlin;2;0; ;0,00 %;100,00 %;0,00 %;100,00 %
;;;;Total;95340;26376;;;;;
